Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.041336	1.942567	1.873482	49.454615	51.260000	
0.040936	1.944014	1.898776	49.597692	51.300000	
0.040529	1.931308	1.879352	49.706154	51.300000	
0.040115	1.924556	1.853937	50.143846	52.000000	
0.039695	1.918527	1.915633	50.156923	51.300000	
0.039268	1.913665	1.831033	50.186923	51.940000	
0.038835	1.905804	1.852036	50.238462	51.660000	
0.038396	1.900153	1.878810	50.338462	51.380000	
0.037951	1.892999	1.941689	50.630769	50.440000	
0.037500	1.910350	1.856892	50.226154	51.960000	
0.037044	1.893779	1.908860	50.501538	50.360000	
0.036583	1.887928	1.829919	50.680769	51.840000	
0.036116	1.876867	1.874205	50.950769	51.340000	
0.035645	1.870190	1.815083	51.147692	52.660000	
0.035169	1.857153	1.840345	51.423077	52.600000	
0.034688	1.858296	1.818725	51.398462	52.320000	
0.034204	1.848270	1.900854	51.745385	50.800000	
0.033715	1.843790	1.764242	51.799231	53.620000	
0.033222	1.839568	1.775423	51.856154	53.860000	
0.032726	1.832194	1.724300	52.069231	54.760000	
0.032226	1.825928	1.784369	52.370769	53.180000	
0.031723	1.818329	1.766225	52.440769	53.400000	
0.031218	1.812546	1.750020	52.509231	54.620000	
0.030709	1.808963	1.753513	52.542308	54.100000	
0.030198	1.805353	1.804075	52.681538	52.960000	
0.029685	1.803900	1.704345	52.766923	55.740000	
0.029170	1.790909	1.845848	53.089231	51.780000	
0.028653	1.787008	1.791294	53.062308	53.360000	
0.028134	1.778933	1.753867	53.263846	54.220000	
0.027614	1.776927	1.724634	53.557692	54.940000	
0.027092	1.772205	1.714200	53.572308	55.040000	
0.026570	1.767644	1.810533	53.637692	52.080000	
0.026047	1.764135	1.786181	53.853846	53.840000	
0.025524	1.762814	1.692964	53.810000	55.240000	
0.025001	1.742743	1.647669	54.113077	56.460000	
0.024477	1.748319	1.692227	54.100769	55.760000	
0.023954	1.744008	1.664471	54.242308	56.480000	
0.023431	1.733851	1.696224	54.482308	56.060000	
0.022909	1.732501	1.670364	54.629231	55.960000	
0.022387	1.723616	1.687657	54.708462	54.880000	
0.021867	1.722878	1.710567	54.653077	55.280000	
0.021348	1.724171	1.646126	54.620000	57.140000	
0.020831	1.718012	1.685775	54.802308	56.040000	
0.020316	1.707245	1.636684	55.044615	56.580000	
0.019803	1.707024	1.660431	55.053846	55.800000	
0.019292	1.701049	1.624581	55.264615	56.780000	
0.018783	1.694369	1.641865	55.492308	56.080000	
0.018278	1.689968	1.607323	55.461538	57.600000	
0.017775	1.687193	1.613805	55.716923	57.560000	
0.017275	1.678680	1.638404	55.765385	57.300000	
0.016779	1.673792	1.604018	55.908462	57.340000	
0.016286	1.668283	1.592187	56.066923	57.960000	
0.015797	1.672119	1.602678	55.910000	57.580000	
0.015313	1.659463	1.579030	56.295385	59.080000	
0.014832	1.658875	1.600332	56.229231	57.780000	
0.014356	1.652524	1.597222	56.450000	58.060000	
0.013885	1.646899	1.550510	56.508462	59.240000	
0.013418	1.641442	1.553970	56.606154	59.300000	
0.012957	1.639844	1.577625	56.626923	58.160000	
0.012500	1.640772	1.538987	56.728462	59.020000	
0.012050	1.623560	1.567579	57.094615	58.020000	
0.011605	1.625270	1.553399	57.080769	58.780000	
0.011166	1.618461	1.582457	57.310000	58.220000	
0.010733	1.614092	1.554624	57.339231	58.220000	
0.010306	1.615768	1.533867	57.287692	58.780000	
0.009885	1.599145	1.525254	57.795385	60.240000	
0.009472	1.600356	1.533539	57.756923	59.100000	
0.009065	1.596125	1.520663	57.742308	60.160000	
0.008665	1.586470	1.496989	58.098462	60.060000	
0.008272	1.583529	1.516410	58.204615	59.840000	
0.007887	1.575128	1.501022	58.310000	60.180000	
0.007509	1.577298	1.484355	58.203077	59.980000	
0.007139	1.571995	1.498923	58.423077	60.120000	
0.006776	1.565094	1.488444	58.605385	60.320000	
0.006422	1.556844	1.489465	58.745385	60.540000	
0.006075	1.559874	1.480278	58.710000	60.440000	
0.005737	1.554553	1.480094	58.990769	60.440000	
0.005408	1.546726	1.474297	59.088462	60.880000	
0.005087	1.539553	1.470506	59.076923	60.900000	
0.004775	1.534503	1.458259	59.356923	60.680000	
0.004472	1.531113	1.458592	59.443077	61.360000	
0.004177	1.533597	1.454186	59.489231	61.160000	
0.003892	1.523961	1.447017	59.640769	61.700000	
0.003616	1.514749	1.451789	60.056154	61.680000	
0.003350	1.513103	1.435668	59.857692	62.020000	
0.003093	1.517175	1.440643	59.816154	61.680000	
0.002845	1.504465	1.432114	60.033846	61.880000	
0.002607	1.502632	1.436894	60.038462	61.600000	
0.002380	1.502026	1.426779	60.210000	61.980000	
0.002162	1.494919	1.424045	60.343077	61.920000	
0.001954	1.486676	1.421250	60.523077	62.000000	
0.001756	1.489264	1.426754	60.422308	61.700000	
0.001568	1.484351	1.418826	60.663077	61.960000	
0.001391	1.482620	1.416802	60.710000	62.020000	
0.001224	1.475894	1.411711	60.968462	62.160000	
0.001067	1.475078	1.405042	60.783077	62.340000	
0.000921	1.472384	1.407009	60.946923	62.520000	
0.000786	1.472343	1.405694	60.983077	62.220000	
0.000661	1.469644	1.406178	61.072308	62.460000	
0.000546	1.464901	1.400090	61.051538	62.740000	
0.000443	1.461627	1.402343	61.082308	62.760000	
0.000350	1.457483	1.398543	61.170000	62.620000	
0.000268	1.462417	1.398103	61.121538	62.640000	
0.000197	1.460948	1.398008	61.216154	63.000000	
0.000137	1.460352	1.396988	61.125385	62.780000	
0.000088	1.455195	1.399060	61.425385	62.860000	
0.000049	1.456332	1.396228	61.303077	62.660000	
0.000022	1.454419	1.394518	61.326154	62.700000	
0.000005	1.452682	1.395382	61.488462	62.780000	
0.000000	1.452610	1.396368	61.567692	62.800000	
