Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.025001	1.122558	1.190730	69.146923	67.680000	
0.024477	1.114077	1.097907	69.463077	70.560000	
0.023954	1.104993	1.077029	69.647692	70.460000	
0.023431	1.100111	1.090670	69.635385	70.440000	
0.022909	1.094900	1.105545	69.815385	69.760000	
0.022387	1.087211	1.119445	70.109231	69.160000	
0.021867	1.079622	1.072610	70.230769	71.100000	
0.021348	1.070497	1.131860	70.432308	69.080000	
0.020831	1.071422	1.043056	70.436923	72.060000	
0.020316	1.062092	1.020445	70.583846	72.620000	
0.019803	1.056225	1.073410	70.832308	70.440000	
0.019292	1.048112	1.046552	71.086923	71.180000	
0.018783	1.044139	1.032615	71.194615	71.920000	
0.018278	1.038495	1.022985	71.259231	71.960000	
0.017775	1.036931	1.025349	71.386154	72.500000	
0.017275	1.025643	1.053520	71.504615	71.680000	
0.016779	1.023271	1.027384	71.730000	72.140000	
0.016286	1.010434	1.042151	71.953846	71.880000	
0.015797	1.006480	1.019561	72.157692	72.460000	
0.015313	1.002088	1.027207	72.237692	71.940000	
0.014832	0.993741	1.075966	72.273846	70.940000	
0.014356	0.990316	1.028799	72.398462	71.400000	
0.013885	0.978916	1.023166	72.903846	71.880000	
0.013418	0.974028	1.002060	72.914615	72.900000	
0.012957	0.966253	0.962910	73.152308	73.820000	
0.012500	0.963448	0.966776	73.115385	74.120000	
0.012050	0.949007	0.972039	73.621538	73.360000	
0.011605	0.950485	0.987736	73.615385	73.220000	
0.011166	0.937737	0.984801	73.952308	72.840000	
0.010733	0.936581	0.977766	73.824615	73.580000	
0.010306	0.927677	0.950549	74.280000	74.180000	
0.009885	0.921425	0.931252	74.340000	73.980000	
0.009472	0.916749	0.941556	74.576923	74.620000	
0.009065	0.911679	0.956924	74.560000	73.760000	
0.008665	0.898609	0.932130	74.870769	74.500000	
0.008272	0.896020	0.911786	75.020769	74.940000	
0.007887	0.883936	0.940813	75.316154	74.160000	
0.007509	0.877108	0.927479	75.407692	74.020000	
0.007139	0.877058	0.914484	75.537692	75.100000	
0.006776	0.866782	0.921304	75.662308	74.980000	
0.006422	0.861739	0.891726	75.821538	75.700000	
0.006075	0.858254	0.911709	75.910000	74.760000	
0.005737	0.852072	0.891303	76.087692	75.240000	
0.005408	0.844121	0.895177	76.304615	75.340000	
0.005087	0.838655	0.892336	76.467692	75.380000	
0.004775	0.828903	0.882753	76.711538	75.820000	
0.004472	0.826205	0.873979	76.869231	75.920000	
0.004177	0.818925	0.881296	77.043846	75.820000	
0.003892	0.810615	0.882112	77.301538	76.260000	
0.003616	0.807047	0.880848	77.383077	75.580000	
0.003350	0.798353	0.872216	77.613846	76.220000	
0.003093	0.792373	0.886728	77.738462	75.720000	
0.002845	0.789260	0.866989	77.870769	76.440000	
0.002607	0.782591	0.870746	78.013846	75.940000	
0.002380	0.776649	0.867076	78.162308	75.940000	
0.002162	0.771074	0.857340	78.292308	76.320000	
0.001954	0.766701	0.858002	78.465385	76.200000	
0.001756	0.762759	0.851224	78.588462	76.860000	
0.001568	0.757607	0.855980	78.686923	76.680000	
0.001391	0.754186	0.849181	78.707692	76.960000	
0.001224	0.747608	0.848305	79.070769	76.820000	
0.001067	0.740837	0.845986	79.158462	76.840000	
0.000921	0.741610	0.849586	79.166923	77.000000	
0.000786	0.734973	0.844391	79.372308	76.660000	
0.000661	0.731222	0.846254	79.567692	76.980000	
0.000546	0.727582	0.842846	79.540000	77.220000	
0.000443	0.726909	0.840356	79.633846	77.180000	
0.000350	0.724772	0.842475	79.605385	76.920000	
0.000268	0.724699	0.842736	79.626923	76.780000	
0.000197	0.722365	0.840227	79.648462	77.080000	
0.000137	0.723040	0.845806	79.699231	76.880000	
0.000088	0.721116	0.841809	79.811538	76.660000	
0.000049	0.718923	0.841405	79.808462	76.900000	
0.000022	0.722281	0.841726	79.706923	76.980000	
0.000005	0.716693	0.840538	79.819231	76.980000	
0.000000	0.716937	0.841424	79.880000	76.820000	
