Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.010733	0.862256	0.875944	75.903846	75.700000	
0.010306	0.851712	0.877671	76.173077	76.220000	
0.009885	0.846737	0.864741	76.177692	76.800000	
0.009472	0.840662	0.851148	76.418462	76.700000	
0.009065	0.834419	0.860364	76.731538	76.800000	
0.008665	0.826930	0.857911	76.775385	76.860000	
0.008272	0.816798	0.848743	76.960000	76.560000	
0.007887	0.814712	0.837240	77.142308	77.380000	
0.007509	0.810865	0.837018	77.226154	77.500000	
0.007139	0.800576	0.852845	77.536923	76.860000	
0.006776	0.795097	0.840234	77.670000	76.820000	
0.006422	0.787767	0.836664	77.841538	77.260000	
0.006075	0.785771	0.822849	77.866923	77.120000	
0.005737	0.785643	0.830341	78.006923	77.080000	
0.005408	0.767554	0.823990	78.363077	77.560000	
0.005087	0.764342	0.820614	78.486923	77.320000	
0.004775	0.761557	0.811033	78.518462	77.260000	
0.004472	0.754404	0.808209	78.855385	78.060000	
0.004177	0.744851	0.805293	78.976154	77.860000	
0.003892	0.744058	0.800114	79.010769	77.880000	
0.003616	0.736658	0.798906	79.081538	77.900000	
0.003350	0.727543	0.795917	79.546923	78.200000	
0.003093	0.722451	0.794766	79.438462	77.940000	
0.002845	0.717791	0.791365	79.656154	77.860000	
0.002607	0.710600	0.780155	79.986923	78.560000	
0.002380	0.707376	0.784267	80.121538	78.260000	
0.002162	0.709602	0.789104	80.022308	78.600000	
0.001954	0.700692	0.780042	80.240769	78.560000	
0.001756	0.698003	0.782261	80.245385	78.220000	
0.001568	0.688684	0.779522	80.607692	78.580000	
0.001391	0.687873	0.777714	80.599231	78.660000	
0.001224	0.685611	0.771403	80.710000	78.960000	
0.001067	0.683037	0.773752	80.673846	78.540000	
0.000921	0.677438	0.768244	80.923077	78.580000	
0.000786	0.672182	0.772827	81.002308	78.780000	
0.000661	0.673335	0.776026	80.888462	78.500000	
0.000546	0.669936	0.766562	81.084615	78.760000	
0.000443	0.665718	0.768083	81.210000	78.860000	
0.000350	0.662228	0.765987	81.410769	79.140000	
0.000268	0.663111	0.766287	81.410000	78.880000	
0.000197	0.660752	0.768228	81.361538	78.920000	
0.000137	0.659557	0.768543	81.473077	79.100000	
0.000088	0.659957	0.763839	81.468462	78.880000	
0.000049	0.655191	0.765050	81.591538	79.020000	
0.000022	0.654229	0.764854	81.506923	79.240000	
0.000005	0.655340	0.765286	81.621538	79.040000	
0.000000	0.658246	0.764331	81.385385	79.000000	
