Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.026047	0.974232	0.975838	72.796154	72.840000	
0.025524	0.972306	0.949470	72.940769	74.280000	
0.025001	0.963072	0.929477	73.239231	73.940000	
0.024477	0.952428	0.931445	73.419231	74.480000	
0.023954	0.948076	0.977132	73.606923	73.460000	
0.023431	0.938756	0.926403	73.833846	74.400000	
0.022909	0.933568	0.930776	74.060000	74.100000	
0.022387	0.929760	0.938759	74.006154	74.460000	
0.021867	0.922083	0.918416	74.265385	74.800000	
0.021348	0.918166	0.913868	74.260769	74.660000	
0.020831	0.910774	0.955811	74.478462	74.280000	
0.020316	0.902185	0.903119	74.765385	74.760000	
0.019803	0.896090	0.908686	74.930000	74.640000	
0.019292	0.891997	0.969503	75.018462	73.520000	
0.018783	0.886510	0.889957	75.118462	75.560000	
0.018278	0.874924	0.878922	75.510769	76.040000	
0.017775	0.872483	0.890997	75.430000	75.640000	
0.017275	0.870205	0.940732	75.551538	74.860000	
0.016779	0.856772	0.887761	75.867692	75.700000	
0.016286	0.847776	0.895085	76.150769	74.360000	
0.015797	0.845960	0.883580	76.178462	76.000000	
0.015313	0.835594	0.850842	76.478462	75.700000	
0.014832	0.830646	0.873565	76.714615	76.100000	
0.014356	0.828884	0.860079	76.600000	76.280000	
0.013885	0.819587	0.855119	76.904615	76.120000	
0.013418	0.809990	0.854703	77.101538	76.320000	
0.012957	0.807453	0.847023	77.060769	76.760000	
0.012500	0.795183	0.868118	77.518462	76.280000	
0.012050	0.793337	0.803789	77.628462	77.660000	
0.011605	0.785473	0.827036	77.805385	76.640000	
0.011166	0.773198	0.812201	78.226923	77.180000	
0.010733	0.769503	0.808944	78.180000	77.740000	
0.010306	0.762957	0.807958	78.407692	77.760000	
0.009885	0.752331	0.804513	78.746154	77.540000	
0.009472	0.747740	0.800713	78.841538	78.100000	
0.009065	0.742904	0.800064	78.853846	77.680000	
0.008665	0.740142	0.794463	79.043077	78.360000	
0.008272	0.731386	0.795720	79.377692	78.140000	
0.007887	0.718565	0.804679	79.643846	77.800000	
0.007509	0.712848	0.788511	79.725385	78.480000	
0.007139	0.702649	0.778528	80.063846	78.560000	
0.006776	0.695205	0.789304	80.254615	78.280000	
0.006422	0.688742	0.789309	80.412308	78.340000	
0.006075	0.682176	0.789825	80.470000	78.480000	
0.005737	0.676351	0.772156	80.708462	78.780000	
0.005408	0.667928	0.771812	80.916923	78.560000	
0.005087	0.661221	0.762784	81.027692	78.800000	
0.004775	0.658590	0.772049	81.313846	79.320000	
0.004472	0.648624	0.769002	81.566923	78.740000	
0.004177	0.642935	0.761897	81.704615	79.240000	
0.003892	0.640323	0.765815	81.788462	78.840000	
0.003616	0.631815	0.759985	81.931538	79.120000	
0.003350	0.626531	0.757968	82.130000	79.100000	
0.003093	0.614929	0.760292	82.507692	79.360000	
0.002845	0.616815	0.743470	82.383846	79.580000	
0.002607	0.605130	0.747666	82.750000	79.100000	
0.002380	0.598767	0.745661	83.022308	79.000000	
0.002162	0.591036	0.752898	83.068462	79.040000	
0.001954	0.594396	0.741029	83.126923	79.640000	
0.001756	0.583571	0.730265	83.375385	79.380000	
0.001568	0.577851	0.743463	83.474615	79.560000	
0.001391	0.573717	0.743357	83.583077	79.440000	
0.001224	0.574709	0.734179	83.674615	79.820000	
0.001067	0.570189	0.736095	83.663077	79.380000	
0.000921	0.561235	0.729268	84.005385	79.520000	
0.000786	0.559171	0.734056	84.057692	79.520000	
0.000661	0.560098	0.735864	84.008462	79.620000	
0.000546	0.554097	0.732127	84.247692	79.680000	
0.000443	0.549837	0.725766	84.334615	79.460000	
0.000350	0.548214	0.732961	84.368462	79.740000	
0.000268	0.546132	0.731669	84.400000	79.820000	
0.000197	0.547751	0.728473	84.469231	79.780000	
0.000137	0.541868	0.730862	84.574615	79.620000	
0.000088	0.546919	0.730163	84.359231	79.640000	
0.000049	0.543761	0.728060	84.569231	79.920000	
0.000022	0.538982	0.728876	84.614615	79.680000	
0.000005	0.542530	0.727235	84.586154	79.900000	
0.000000	0.546059	0.728447	84.452308	79.640000	
