Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.023431	0.896952	0.877321	74.928462	75.440000	
0.022909	0.895409	0.928806	74.966154	75.140000	
0.022387	0.889868	0.891082	75.110769	75.100000	
0.021867	0.877370	0.904474	75.376154	74.500000	
0.021348	0.874060	0.911433	75.579231	75.100000	
0.020831	0.871479	0.898468	75.464615	74.920000	
0.020316	0.864621	0.890303	75.694615	76.160000	
0.019803	0.852935	0.867993	76.096154	76.200000	
0.019292	0.853806	0.860246	76.018462	76.420000	
0.018783	0.845479	0.876106	76.260000	75.900000	
0.018278	0.839412	0.865480	76.419231	75.780000	
0.017775	0.832252	0.842834	76.570769	77.300000	
0.017275	0.823887	0.831459	76.690769	77.360000	
0.016779	0.820026	0.855992	76.843846	76.340000	
0.016286	0.814959	0.861012	77.110769	76.460000	
0.015797	0.804455	0.847569	77.267692	77.020000	
0.015313	0.803319	0.853667	77.210769	76.960000	
0.014832	0.794269	0.836629	77.569231	77.060000	
0.014356	0.787036	0.825357	77.693846	77.100000	
0.013885	0.786059	0.833140	77.823077	77.140000	
0.013418	0.776513	0.835392	78.037692	76.780000	
0.012957	0.767711	0.821801	78.304615	77.700000	
0.012500	0.761493	0.840792	78.328462	76.840000	
0.012050	0.751568	0.822634	78.731538	77.660000	
0.011605	0.745936	0.809622	78.833846	77.380000	
0.011166	0.739722	0.807123	79.084615	78.060000	
0.010733	0.739718	0.812889	79.066154	77.780000	
0.010306	0.727239	0.802787	79.273846	77.720000	
0.009885	0.716084	0.802940	79.690000	77.940000	
0.009472	0.716975	0.826551	79.623846	77.120000	
0.009065	0.708232	0.815790	79.843846	77.960000	
0.008665	0.701750	0.785061	80.117692	78.040000	
0.008272	0.696370	0.788165	80.179231	78.140000	
0.007887	0.692036	0.782871	80.354615	78.720000	
0.007509	0.683128	0.793294	80.560769	78.340000	
0.007139	0.678642	0.775404	80.623846	78.340000	
0.006776	0.670677	0.773169	80.910000	79.000000	
0.006422	0.662740	0.771797	81.084615	78.640000	
0.006075	0.652323	0.769650	81.326923	79.100000	
0.005737	0.649454	0.776232	81.493077	78.700000	
0.005408	0.640586	0.762438	81.740769	79.100000	
0.005087	0.629719	0.782972	81.990000	78.840000	
0.004775	0.626390	0.764960	82.014615	78.700000	
0.004472	0.622269	0.761323	82.122308	79.080000	
0.004177	0.616320	0.751978	82.442308	79.460000	
0.003892	0.608582	0.755053	82.600000	79.620000	
0.003616	0.603223	0.754692	82.743077	79.820000	
0.003350	0.593780	0.747474	82.973077	79.600000	
0.003093	0.587471	0.751902	83.210000	79.300000	
0.002845	0.584057	0.743168	83.321538	80.060000	
0.002607	0.577774	0.744131	83.567692	79.920000	
0.002380	0.575002	0.739551	83.613077	80.220000	
0.002162	0.571039	0.742211	83.720769	80.040000	
0.001954	0.558622	0.732186	84.020000	80.000000	
0.001756	0.556135	0.731837	84.133846	79.900000	
0.001568	0.554703	0.730788	84.108462	80.240000	
0.001391	0.552010	0.732855	84.153077	80.080000	
0.001224	0.545513	0.738129	84.446923	80.100000	
0.001067	0.541392	0.734653	84.559231	79.780000	
0.000921	0.540229	0.732675	84.610000	79.640000	
0.000786	0.536492	0.730328	84.700769	79.900000	
0.000661	0.529144	0.730204	84.946923	79.820000	
0.000546	0.530016	0.727594	84.940000	80.140000	
0.000443	0.529215	0.728037	84.926154	80.240000	
0.000350	0.528209	0.728143	84.971538	80.360000	
0.000268	0.523726	0.725917	85.062308	80.220000	
0.000197	0.521409	0.727111	85.180769	80.120000	
0.000137	0.519487	0.726093	85.201538	80.160000	
0.000088	0.518097	0.727609	85.320769	80.020000	
0.000049	0.515370	0.726470	85.309231	80.120000	
0.000022	0.519560	0.727700	85.177692	80.040000	
0.000005	0.517614	0.724630	85.289231	80.160000	
0.000000	0.513792	0.727138	85.324615	80.100000	
